,time,load_consumption,temperature,pressure,dew_point,heat_index,humidity,solar_irradiance,uv_index,wind_chill
111,2022-09-07 0:45:00,21567.4,18.9,101740.2,14.8,18.7,71.9,0.0,0.0,18.9
112,2022-09-07 0:50:00,21389.9,18.9,101740.9,14.8,18.7,72.0,0.0,0.0,18.9
113,2022-09-07 0:55:00,20963.1,18.9,101741.6,14.7,18.7,71.7,0.0,0.0,18.9
114,2022-09-07 1:00:00,21180.3,18.8,101745.0,14.7,18.6,71.7,0.0,0.0,18.8
115,2022-09-07 1:05:00,21567.1,18.8,101748.1,14.7,18.6,71.7,0.0,0.0,18.8
116,2022-09-07 1:10:00,20893.1,18.8,101747.4,14.7,18.6,71.9,0.0,0.0,18.8
117,2022-09-07 1:15:00,20787.9,18.8,101749.7,14.8,18.6,72.2,0.0,0.0,18.8
118,2022-09-07 1:20:00,21550.7,18.7,101750.2,14.7,18.5,72.3,0.0,0.0,18.7
119,2022-09-07 1:25:00,21597.1,18.7,101749.5,14.7,18.5,72.5,0.0,0.0,18.7
120,2022-09-07 1:30:00,21478.8,18.7,101754.9,14.8,18.5,72.7,0.0,0.0,18.7
121,2022-09-07 1:35:00,20658.5,18.6,101756.2,14.7,18.5,72.7,0.0,0.0,18.6
122,2022-09-07 1:40:00,20447.4,18.6,101757.4,14.7,18.4,72.7,0.0,0.0,18.6
123,2022-09-07 1:45:00,19973.9,18.6,101757.4,14.7,18.4,72.7,0.0,0.0,18.6
124,2022-09-07 1:50:00,19956.6,18.6,101758.5,14.6,18.4,72.7,0.0,0.0,18.6
125,2022-09-07 1:55:00,20243.8,18.5,101761.0,14.6,18.3,72.7,0.0,0.0,18.5
126,2022-09-07 2:00:00,19664.1,18.5,101763.5,14.6,18.3,72.6,0.0,0.0,18.5
127,2022-09-07 2:05:00,18803.6,18.5,101762.6,14.5,18.3,72.5,0.0,0.0,18.5
128,2022-09-07 2:10:00,18699.0,18.5,101759.2,14.5,18.3,72.4,0.0,0.0,18.5
129,2022-09-07 2:15:00,18656.8,18.5,101757.6,14.5,18.3,72.4,0.0,0.0,18.5
130,2022-09-07 2:20:00,18428.3,18.5,101757.8,14.5,18.3,72.6,0.0,0.0,18.5
131,2022-09-07 2:25:00,18534.8,18.4,101759.2,14.5,18.2,72.7,0.0,0.0,18.4
132,2022-09-07 2:30:00,18177.8,18.4,101757.2,14.5,18.2,72.9,0.0,0.0,18.4
133,2022-09-07 2:35:00,18551.4,18.4,101752.2,14.6,18.2,73.3,0.0,0.0,18.4
134,2022-09-07 2:40:00,18085.4,18.3,101755.6,14.6,18.1,73.4,0.0,0.0,18.3
135,2022-09-07 2:45:00,18048.8,18.3,101753.5,14.5,18.1,73.3,0.0,0.0,18.3
136,2022-09-07 2:50:00,18495.7,18.2,101754.2,14.5,18.1,73.6,0.0,0.0,18.2
137,2022-09-07 2:55:00,18552.9,18.2,101751.7,14.6,18.0,73.9,0.0,0.0,18.2
138,2022-09-07 3:00:00,18452.2,18.2,101752.0,14.7,18.0,74.8,0.0,0.0,18.2
139,2022-09-07 3:05:00,17933.1,18.2,101752.0,14.8,18.0,75.6,0.0,0.0,18.2
140,2022-09-07 3:10:00,17745.5,18.1,101754.2,14.8,17.9,76.2,0.0,0.0,18.1
141,2022-09-07 3:15:00,17622.9,18.0,101754.4,14.8,17.8,76.5,0.0,0.0,18.0
142,2022-09-07 3:20:00,17790.4,17.9,101754.7,14.8,17.8,77.3,0.0,0.0,17.9
143,2022-09-07 3:25:00,17922.2,17.9,101755.3,14.8,17.7,77.3,0.0,0.0,17.9
144,2022-09-07 3:30:00,18064.6,17.8,101753.8,14.6,17.6,76.9,0.0,0.0,17.8
145,2022-09-07 3:35:00,17633.1,17.7,101755.3,14.5,17.6,76.6,0.0,0.0,17.7
146,2022-09-07 3:40:00,17890.1,17.7,101760.3,14.6,17.6,77.3,0.0,0.0,17.7
147,2022-09-07 3:45:00,18175.5,17.7,101759.2,14.7,17.6,77.9,0.0,0.0,17.7
148,2022-09-07 3:50:00,17689.4,17.7,101756.9,14.7,17.5,77.9,0.0,0.0,17.7
149,2022-09-07 3:55:00,17574.2,17.7,101761.4,14.6,17.5,77.8,0.0,0.0,17.7
150,2022-09-07 4:00:00,17603.3,17.7,101764.4,14.7,17.5,77.9,0.0,0.0,17.7
151,2022-09-07 4:05:00,17668.7,17.6,101763.5,14.7,17.5,78.1,0.0,0.0,17.6
152,2022-09-07 4:10:00,17873.1,17.6,101766.4,14.7,17.5,78.3,0.0,0.0,17.6
153,2022-09-07 4:15:00,17770.4,17.6,101769.8,14.6,17.4,78.3,0.0,0.0,17.6
154,2022-09-07 4:20:00,17885.8,17.5,101771.1,14.6,17.4,78.4,0.0,0.0,17.5
155,2022-09-07 4:25:00,17854.0,17.5,101773.0,14.6,17.3,78.7,0.0,0.0,17.5
156,2022-09-07 4:30:00,17706.8,17.4,101777.2,14.6,17.3,78.7,0.0,0.0,17.4
157,2022-09-07 4:35:00,17450.1,17.4,101774.5,14.5,17.2,78.8,0.0,0.0,17.4
158,2022-09-07 4:40:00,17475.5,17.4,101774.1,14.5,17.2,78.7,1.7,0.0,17.4
159,2022-09-07 4:45:00,17246.7,17.3,101777.2,14.5,17.2,78.7,2.7,0.0,17.3
160,2022-09-07 4:50:00,17116.2,17.3,101778.6,14.5,17.2,78.7,4.4,0.0,17.3
161,2022-09-07 4:55:00,17373.6,17.3,101779.3,14.5,17.2,78.7,6.3,0.0,17.1
162,2022-09-07 5:00:00,17511.9,17.3,101783.1,14.4,17.2,78.5,8.2,0.0,17.2
163,2022-09-07 5:05:00,18497.6,17.2,101785.8,14.3,17.0,78.7,10.2,0.0,17.2
164,2022-09-07 5:10:00,18344.0,17.2,101789.7,14.3,17.0,78.9,12.3,0.0,17.2
165,2022-09-07 5:15:00,19063.0,17.2,101793.0,14.3,17.0,78.7,15.6,0.0,17.2
166,2022-09-07 5:20:00,18199.0,17.2,101798.2,14.3,17.1,78.6,19.5,0.0,17.2
167,2022-09-07 5:25:00,18128.7,17.3,101799.4,14.3,17.1,78.3,23.5,0.0,17.3
168,2022-09-07 5:30:00,17806.6,17.3,101799.8,14.4,17.2,78.0,29.4,0.0,17.3
169,2022-09-07 5:35:00,18111.6,17.4,101799.4,14.4,17.2,77.8,35.3,0.0,17.4
170,2022-09-07 5:40:00,21939.1,17.4,101802.8,14.3,17.3,77.2,44.9,0.0,17.4
171,2022-09-07 5:45:00,22045.4,17.5,101802.1,14.4,17.4,76.7,51.1,0.0,17.5
172,2022-09-07 5:50:00,21237.4,17.6,101799.1,14.4,17.4,76.4,59.1,0.0,17.6
173,2022-09-07 5:55:00,21546.1,17.7,101795.5,14.4,17.5,75.9,63.5,0.1,17.7
174,2022-09-07 6:00:00,21875.5,17.8,101796.0,14.5,17.6,75.6,99.7,0.5,17.8
175,2022-09-07 6:05:00,21726.6,18.3,101792.6,14.5,17.7,75.4,81.7,0.2,18.3
176,2022-09-07 6:10:00,22186.5,18.6,101794.4,14.9,18.4,73.5,117.5,0.3,18.6
177,2022-09-07 6:15:00,22276.3,18.8,101794.6,15.0,18.6,73.0,149.7,0.4,18.8
178,2022-09-07 6:20:00,23606.9,19.0,101794.2,15.0,18.9,72.0,159.5,0.5,19.0
179,2022-09-07 6:25:00,24107.9,19.3,101796.0,15.1,19.1,71.0,167.3,0.5,19.3
180,2022-09-07 6:30:00,24951.6,19.5,101797.3,15.2,19.4,70.1,161.8,0.5,19.5
181,2022-09-07 6:35:00,25499.9,19.7,101798.9,15.3,19.6,69.5,143.1,0.6,19.7
182,2022-09-07 6:40:00,25200.1,19.9,101797.6,15.3,19.7,68.9,149.7,0.8,19.9
183,2022-09-07 6:45:00,24126.3,20.0,101795.8,15.4,19.8,68.8,157.4,0.8,20.0
184,2022-09-07 6:50:00,23250.5,20.0,101794.9,15.4,19.8,68.7,165.5,0.8,20.0
185,2022-09-07 6:55:00,22120.0,20.0,101789.4,15.4,19.9,68.6,171.9,0.9,20.0
186,2022-09-07 7:00:00,20867.1,20.1,101780.9,15.4,19.9,68.3,177.3,0.9,20.1
187,2022-09-07 7:05:00,21385.4,20.1,101778.1,15.4,20.0,68.0,201.1,1.0,20.1
188,2022-09-07 7:10:00,21045.7,20.2,101780.0,15.5,20.1,67.8,272.3,1.2,20.2
189,2022-09-07 7:15:00,21438.2,20.5,101783.3,15.5,20.3,67.0,295.6,1.3,20.5
190,2022-09-07 7:20:00,20890.7,20.8,101782.0,15.6,20.7,65.7,308.4,1.3,20.8
191,2022-09-07 7:25:00,20031.2,21.2,101781.8,15.7,21.1,64.1,322.2,1.4,21.2
192,2022-09-07 7:30:00,20441.0,21.6,101784.0,15.9,21.4,63.3,340.0,1.5,21.6
193,2022-09-07 7:35:00,22083.0,21.9,101784.9,16.0,21.8,61.9,366.0,1.6,21.9
194,2022-09-07 7:40:00,22150.8,22.3,101787.4,15.9,22.1,60.2,377.7,1.7,22.3
195,2022-09-07 7:45:00,20981.1,22.6,101791.7,16.1,22.4,59.8,384.5,1.8,22.6
196,2022-09-07 7:50:00,20645.0,22.9,101795.1,16.2,22.8,58.8,395.1,1.8,22.9
197,2022-09-07 7:55:00,20424.6,23.2,101793.3,16.2,23.1,57.3,377.0,1.8,23.2
198,2022-09-07 8:00:00,20585.4,23.4,101796.0,16.2,23.3,56.3,379.3,1.8,23.4
199,2022-09-07 8:05:00,19473.4,23.7,101797.3,16.3,23.6,55.7,397.7,1.9,23.7
200,2022-09-07 8:10:00,20061.2,23.9,101797.6,16.3,23.8,55.3,427.3,2.1,23.9
201,2022-09-07 8:15:00,19761.0,24.1,101800.7,16.2,24.0,53.8,447.0,2.2,24.1
202,2022-09-07 8:20:00,20427.3,24.4,101804.3,16.4,24.3,53.3,478.1,2.3,24.4
203,2022-09-07 8:25:00,20806.3,24.7,101804.6,16.5,24.6,53.1,511.1,2.5,24.7
204,2022-09-07 8:30:00,20394.3,24.9,101802.8,16.3,24.7,51.3,521.5,2.6,24.9
205,2022-09-07 8:35:00,19451.5,25.0,101798.9,16.3,24.8,51.2,537.6,2.7,25.0
206,2022-09-07 8:40:00,19951.6,25.1,101791.2,16.4,25.0,50.8,515.5,2.7,25.1
207,2022-09-07 8:45:00,20495.3,25.3,101790.6,16.5,25.2,50.5,541.6,2.8,25.3
208,2022-09-07 8:50:00,20289.3,25.4,101790.3,16.4,25.3,49.6,524.0,2.8,25.4
209,2022-09-07 8:55:00,19728.1,25.5,101789.2,16.3,25.4,49.1,544.6,2.9,25.5
210,2022-09-07 9:00:00,20878.3,25.6,101787.2,16.3,25.4,49.1,574.0,3.1,25.6
211,2022-09-07 9:05:00,22278.6,25.7,101785.4,16.5,25.7,48.9,548.1,3.0,25.7
212,2022-09-07 9:10:00,22027.4,26.0,101786.7,16.4,25.9,47.9,577.8,3.2,26.0
213,2022-09-07 9:15:00,21193.6,26.1,101785.4,16.5,26.0,47.7,591.5,3.2,26.1
214,2022-09-07 9:20:00,22218.6,26.2,101788.3,16.5,26.1,47.5,570.3,3.2,26.2
215,2022-09-07 9:25:00,23030.7,26.3,101787.4,16.4,26.2,46.7,583.5,3.2,26.3
216,2022-09-07 9:30:00,23901.6,26.5,101788.5,16.3,26.3,45.9,573.4,3.2,26.5
217,2022-09-07 9:35:00,24488.9,26.6,101791.2,16.5,26.4,46.0,662.3,3.6,26.6
218,2022-09-07 9:40:00,22840.6,26.7,101783.6,16.5,26.5,45.8,674.3,3.7,26.7
219,2022-09-07 9:45:00,23175.3,26.8,101777.2,16.5,26.8,45.5,697.6,3.9,26.8
220,2022-09-07 9:50:00,23303.3,27.0,101775.9,16.6,27.0,45.3,678.9,3.8,27.0
221,2022-09-07 9:55:00,23147.6,27.1,101777.7,16.6,27.1,44.7,672.7,3.8,27.1
222,2022-09-07 10:00:00,22725.9,27.0,101776.8,16.5,27.0,44.5,694.0,4.0,27.0
223,2022-09-07 10:05:00,23467.1,27.0,101777.0,16.6,27.0,45.1,716.9,4.0,27.0
224,2022-09-07 10:10:00,23695.7,27.2,101773.9,16.6,27.1,44.7,716.8,4.1,27.2
225,2022-09-07 10:15:00,24817.8,27.3,101770.9,16.7,27.3,44.2,717.9,4.1,27.3
226,2022-09-07 10:20:00,24384.9,27.4,101765.3,16.8,27.4,44.5,739.8,4.2,27.4
227,2022-09-07 10:25:00,24931.4,27.4,101767.5,16.8,27.4,44.1,736.4,4.2,27.4
228,2022-09-07 10:30:00,23620.8,27.3,101770.7,16.5,27.3,43.5,737.9,4.2,27.3
229,2022-09-07 10:35:00,24317.8,27.2,101769.8,16.8,27.3,44.6,662.5,3.9,27.2
230,2022-09-07 10:40:00,24121.0,27.2,101770.2,16.7,27.3,44.2,684.6,4.1,27.2
231,2022-09-07 10:45:00,24232.9,27.3,101764.4,16.7,27.3,44.1,717.5,4.1,27.3
232,2022-09-07 10:50:00,23599.6,27.4,101757.6,16.6,27.4,43.5,754.9,4.3,27.4
233,2022-09-07 10:55:00,24828.1,27.5,101756.5,16.7,27.6,43.3,741.3,4.2,27.5
234,2022-09-07 11:00:00,24929.6,27.7,101754.7,16.9,27.8,43.5,686.6,3.9,27.7
235,2022-09-07 11:05:00,25124.7,27.7,101747.0,16.9,27.8,43.5,696.6,4.0,27.7
236,2022-09-07 11:10:00,25460.2,27.6,101747.2,16.8,27.6,43.4,659.6,3.9,27.6
237,2022-09-07 11:15:00,25140.3,27.5,101743.8,16.7,27.5,43.7,631.0,3.7,27.5
238,2022-09-07 11:20:00,25135.7,27.5,101742.3,16.8,27.6,43.9,657.6,3.8,27.5
239,2022-09-07 11:25:00,25132.6,27.7,101745.9,16.9,27.7,43.7,687.0,3.9,27.7
240,2022-09-07 11:30:00,24495.3,28.0,101747.7,17.0,28.0,43.0,721.3,4.0,28.0
241,2022-09-07 11:35:00,24450.5,28.1,101746.5,16.8,28.0,41.8,704.3,3.9,28.1
242,2022-09-07 11:40:00,24257.7,28.2,101745.2,16.9,28.1,41.9,642.5,3.7,28.2
243,2022-09-07 11:45:00,23769.3,28.3,101742.5,16.9,28.2,41.7,638.0,3.7,28.3
244,2022-09-07 11:50:00,22919.8,28.4,101735.9,16.9,28.2,41.8,725.1,4.0,28.4
245,2022-09-07 11:55:00,24968.1,28.5,101731.9,16.8,28.3,41.1,695.3,3.9,28.5
246,2022-09-07 12:00:00,24175.1,28.5,101729.2,16.7,28.3,40.7,731.3,4.0,28.5
247,2022-09-07 12:05:00,24309.8,28.4,101725.3,16.7,28.2,40.7,702.7,3.9,28.4
248,2022-09-07 12:10:00,25077.3,28.4,101717.6,16.7,28.2,40.7,705.1,3.8,28.4
249,2022-09-07 12:15:00,24845.3,28.3,101715.8,16.6,28.1,40.9,677.2,3.7,28.3
250,2022-09-07 12:20:00,23150.1,28.4,101707.7,16.7,28.2,40.6,626.6,3.5,28.4
251,2022-09-07 12:25:00,24459.8,28.5,101701.6,16.6,28.3,40.2,616.9,3.4,28.5
252,2022-09-07 12:30:00,24032.0,28.6,101697.3,16.4,28.2,39.5,620.8,3.4,28.6
253,2022-09-07 12:35:00,24687.4,28.7,101693.3,16.4,28.3,39.2,623.5,3.4,28.7
254,2022-09-07 12:40:00,23267.6,28.7,101686.7,16.4,28.3,38.9,620.1,3.3,28.7
255,2022-09-07 12:45:00,23157.6,28.7,101680.8,16.6,28.4,39.6,607.2,3.2,28.7
256,2022-09-07 12:50:00,23588.8,28.7,101678.6,16.5,28.4,39.3,602.6,3.1,28.7
257,2022-09-07 12:55:00,24212.7,28.8,101676.6,16.6,28.4,39.3,622.5,3.2,28.8
258,2022-09-07 13:00:00,22844.7,28.8,101672.5,16.5,28.4,38.9,615.6,3.1,28.8
259,2022-09-07 13:05:00,21932.2,28.8,101670.7,16.5,28.4,38.8,624.1,3.2,28.8
260,2022-09-07 13:10:00,22897.7,28.9,101663.0,16.5,28.5,38.8,603.3,3.0,28.9
261,2022-09-07 13:15:00,26066.6,28.9,101659.6,16.4,28.4,38.3,578.5,2.9,28.9
